aÃ±o,mun,cvegeo,sexo,pob
2018,Galeana,08023,Hombres,4045
2016,Santa Isabel,08024,Hombres,2122
2017,Santa Isabel,08024,Hombres,2131
2018,Santa Isabel,08024,Hombres,2140
2016,Gómez Farías,08025,Hombres,4830
2017,Gómez Farías,08025,Hombres,4865
2018,Gómez Farías,08025,Hombres,4896
2016,Gran Morelos,08026,Hombres,1749
2017,Gran Morelos,08026,Hombres,1747
2018,Gran Morelos,08026,Hombres,1745
2016,Guachochi,08027,Hombres,26928
2017,Guachochi,08027,Hombres,27218
2018,Guachochi,08027,Hombres,27509
2016,Guadalupe,08028,Hombres,2843
2017,Guadalupe,08028,Hombres,2830
2018,Guadalupe,08028,Hombres,2825
2016,Guadalupe y Calvo,08029,Hombres,28899
2017,Guadalupe y Calvo,08029,Hombres,29185
2018,Guadalupe y Calvo,08029,Hombres,29484
2016,Guazapares,08030,Hombres,5124
2017,Guazapares,08030,Hombres,5177
2018,Guazapares,08030,Hombres,5228
2016,Guerrero,08031,Hombres,21642
2017,Guerrero,08031,Hombres,21793
2018,Guerrero,08031,Hombres,21936
2016,Hidalgo del Parral,08032,Hombres,56481
2017,Hidalgo del Parral,08032,Hombres,56970
2018,Hidalgo del Parral,08032,Hombres,57443
2016,Huejotitán,08033,Hombres,543
2017,Huejotitán,08033,Hombres,544
2018,Huejotitán,08033,Hombres,545
2016,Ignacio Zaragoza,08034,Hombres,3793
2017,Ignacio Zaragoza,08034,Hombres,3808
2018,Ignacio Zaragoza,08034,Hombres,3821
2016,Janos,08035,Hombres,6932
2017,Janos,08035,Hombres,7031
2018,Janos,08035,Hombres,7119
2016,Jiménez,08036,Hombres,21873
2017,Jiménez,08036,Hombres,22021
2018,Jiménez,08036,Hombres,22170
2016,Juárez,08037,Hombres,709352
2017,Juárez,08037,Hombres,715356
2018,Juárez,08037,Hombres,721450
2016,Julimes,08038,Hombres,2774
2017,Julimes,08038,Hombres,2785
2018,Julimes,08038,Hombres,2795
2016,López,08039,Hombres,2209
2017,López,08039,Hombres,2212
2018,López,08039,Hombres,2214
2016,Madera,08040,Hombres,15130
2017,Madera,08040,Hombres,15178
2018,Madera,08040,Hombres,15236
2016,Maguarichi,08041,Hombres,992
2017,Maguarichi,08041,Hombres,996
2018,Maguarichi,08041,Hombres,1000
2016,Manuel Benavides,08042,Hombres,895
2017,Manuel Benavides,08042,Hombres,894
2018,Manuel Benavides,08042,Hombres,893
2016,Matachí,08043,Hombres,1634
2017,Matachí,08043,Hombres,1637
2018,Matachí,08043,Hombres,1640
2016,Matamoros,08044,Hombres,2457
2017,Matamoros,08044,Hombres,2467
2018,Matamoros,08044,Hombres,2476
2016,Meoqui,08045,Hombres,23873
2017,Meoqui,08045,Hombres,24061
2018,Meoqui,08045,Hombres,24242
2016,Morelos,08046,Hombres,4831
2017,Morelos,08046,Hombres,4889
2018,Morelos,08046,Hombres,4945
2016,Moris,08047,Hombres,2918
2017,Moris,08047,Hombres,2933
2018,Moris,08047,Hombres,2949
2016,Namiquipa,08048,Hombres,12921
2017,Namiquipa,08048,Hombres,13002
2018,Namiquipa,08048,Hombres,13072
2016,Nonoava,08049,Hombres,1544
2017,Nonoava,08049,Hombres,1548
2018,Nonoava,08049,Hombres,1551
2016,Nuevo Casas Grandes,08050,Hombres,32327
2017,Nuevo Casas Grandes,08050,Hombres,32653
2018,Nuevo Casas Grandes,08050,Hombres,32962
2016,Ocampo,08051,Hombres,4480
2017,Ocampo,08051,Hombres,4530
2018,Ocampo,08051,Hombres,4577
2016,Ojinaga,08052,Hombres,15583
2017,Ojinaga,08052,Hombres,15757
2018,Ojinaga,08052,Hombres,15911
2016,Praxedis G. Guerrero,08053,Hombres,1956
2017,Praxedis G. Guerrero,08053,Hombres,1935
2018,Praxedis G. Guerrero,08053,Hombres,1921
2016,Riva Palacio,08054,Hombres,4324
2017,Riva Palacio,08054,Hombres,4353
2018,Riva Palacio,08054,Hombres,4383
2016,Rosales,08055,Hombres,9199
2017,Rosales,08055,Hombres,9258
2018,Rosales,08055,Hombres,9314
2016,Rosario,08056,Hombres,1234
2017,Rosario,08056,Hombres,1238
2018,Rosario,08056,Hombres,1240
2016,San Francisco de Borja,08057,Hombres,1236
2017,San Francisco de Borja,08057,Hombres,1233
2018,San Francisco de Borja,08057,Hombres,1229
2016,San Francisco de Conchos,08058,Hombres,1686
2017,San Francisco de Conchos,08058,Hombres,1693
2018,San Francisco de Conchos,08058,Hombres,1699
2016,San Francisco del Oro,08059,Hombres,2512
2017,San Francisco del Oro,08059,Hombres,2520
2018,San Francisco del Oro,08059,Hombres,2528
2016,Santa Bárbara,08060,Hombres,5562
2017,Santa Bárbara,08060,Hombres,5595
2018,Santa Bárbara,08060,Hombres,5627
2016,Satevó,08061,Hombres,1911
2017,Satevó,08061,Hombres,1907
2018,Satevó,08061,Hombres,1903
2016,Saucillo,08062,Hombres,18286
2017,Saucillo,08062,Hombres,18446
2018,Saucillo,08062,Hombres,18590
2016,Temósachic,08063,Hombres,3308
2017,Temósachic,08063,Hombres,3312
2018,Temósachic,08063,Hombres,3316
2016,El Tule,08064,Hombres,1008
2017,El Tule,08064,Hombres,1010
2018,El Tule,08064,Hombres,1012
2016,Urique,08065,Hombres,11010
2017,Urique,08065,Hombres,11103
2018,Urique,08065,Hombres,11199
2016,Uruachi,08066,Hombres,4461
2017,Uruachi,08066,Hombres,4500
2018,Uruachi,08066,Hombres,4539
2016,Valle de Zaragoza,08067,Hombres,2975
2017,Valle de Zaragoza,08067,Hombres,2990
2018,Valle de Zaragoza,08067,Hombres,3001
2016,Azcapotzalco,09002,Hombres,190617
2017,Azcapotzalco,09002,Hombres,189633
2018,Azcapotzalco,09002,Hombres,188670
2016,Coyoacán,09003,Hombres,287350
2017,Coyoacán,09003,Hombres,285937
2018,Coyoacán,09003,Hombres,284492
2016,Cuajimalpa de Morelos,09004,Hombres,91362
2017,Cuajimalpa de Morelos,09004,Hombres,91436
2018,Cuajimalpa de Morelos,09004,Hombres,91479
2016,Gustavo A. Madero,09005,Hombres,560934
2017,Gustavo A. Madero,09005,Hombres,558565
2018,Gustavo A. Madero,09005,Hombres,556226
2016,Iztacalco,09006,Hombres,177387
2017,Iztacalco,09006,Hombres,176519
2018,Iztacalco,09006,Hombres,175680
2016,Iztapalapa,09007,Hombres,868393
2017,Iztapalapa,09007,Hombres,866161
2018,Iztapalapa,09007,Hombres,864083
2016,La Magdalena Contreras,09008,Hombres,115494
2017,La Magdalena Contreras,09008,Hombres,115300
2018,La Magdalena Contreras,09008,Hombres,115084
2016,Milpa Alta,09009,Hombres,67095
2017,Milpa Alta,09009,Hombres,67200
2018,Milpa Alta,09009,Hombres,67277
2016,Álvaro Obregón,09010,Hombres,347312
2017,Álvaro Obregón,09010,Hombres,346588
2018,Álvaro Obregón,09010,Hombres,345802
2016,Tláhuac,09011,Hombres,177222
2017,Tláhuac,09011,Hombres,177126
2018,Tláhuac,09011,Hombres,177020
2016,Tlalpan,09012,Hombres,319318
2017,Tlalpan,09012,Hombres,318999
2018,Tlalpan,09012,Hombres,318548
2016,Xochimilco,09013,Hombres,205229
2017,Xochimilco,09013,Hombres,204786
2018,Xochimilco,09013,Hombres,204332
2016,Benito Juárez,09014,Hombres,182409
2017,Benito Juárez,09014,Hombres,181810
2018,Benito Juárez,09014,Hombres,181019
2016,Cuauhtémoc,09015,Hombres,252152
2017,Cuauhtémoc,09015,Hombres,251310
2018,Cuauhtémoc,09015,Hombres,250380
2016,Miguel Hidalgo,09016,Hombres,176075
2017,Miguel Hidalgo,09016,Hombres,175639
2018,Miguel Hidalgo,09016,Hombres,175095
2016,Venustiano Carranza,09017,Hombres,197017
2017,Venustiano Carranza,09017,Hombres,196021
2018,Venustiano Carranza,09017,Hombres,195072
2016,Canatlán,10001,Hombres,16847
2017,Canatlán,10001,Hombres,16965
2018,Canatlán,10001,Hombres,17077
2016,Canelas,10002,Hombres,2248
2017,Canelas,10002,Hombres,2262
2018,Canelas,10002,Hombres,2276
2016,Coneto de Comonfort,10003,Hombres,2401
2017,Coneto de Comonfort,10003,Hombres,2419
2018,Coneto de Comonfort,10003,Hombres,2438
2016,Cuencamé,10004,Hombres,18175
2017,Cuencamé,10004,Hombres,18298
2018,Cuencamé,10004,Hombres,18417
2016,Durango,10005,Hombres,312893
2017,Durango,10005,Hombres,316340
2018,Durango,10005,Hombres,319622
2016,General Simón Bolívar,10006,Hombres,5788
2017,General Simón Bolívar,10006,Hombres,5833
2018,General Simón Bolívar,10006,Hombres,5875
2016,Gómez Palacio,10007,Hombres,175617
2017,Gómez Palacio,10007,Hombres,177262
2018,Gómez Palacio,10007,Hombres,178863
2016,Guadalupe Victoria,10008,Hombres,18461
2017,Guadalupe Victoria,10008,Hombres,18606
2018,Guadalupe Victoria,10008,Hombres,18742
2016,Guanaceví,10009,Hombres,5355
2017,Guanaceví,10009,Hombres,5376
2018,Guanaceví,10009,Hombres,5399
2016,Hidalgo,10010,Hombres,2262
2017,Hidalgo,10010,Hombres,2268
2018,Hidalgo,10010,Hombres,2274
2016,Indé,10011,Hombres,2842
2017,Indé,10011,Hombres,2853
2018,Indé,10011,Hombres,2862
2016,Lerdo,10012,Hombres,76230
2017,Lerdo,10012,Hombres,76958
2018,Lerdo,10012,Hombres,77661
2016,Mapimí,10013,Hombres,13608
2017,Mapimí,10013,Hombres,13723
2018,Mapimí,10013,Hombres,13836
2016,Mezquital,10014,Hombres,17830
2017,Mezquital,10014,Hombres,18024
2018,Mezquital,10014,Hombres,18222
2016,Nazas,10015,Hombres,6415
2017,Nazas,10015,Hombres,6444
2018,Nazas,10015,Hombres,6474
2016,Nombre de Dios,10016,Hombres,9830
2017,Nombre de Dios,10016,Hombres,9893
2018,Nombre de Dios,10016,Hombres,9952
2016,Ocampo,10017,Hombres,5222
2017,Ocampo,10017,Hombres,5240
2018,Ocampo,10017,Hombres,5256
2016,El Oro,10018,Hombres,6087
2017,El Oro,10018,Hombres,6115
2018,El Oro,10018,Hombres,6140
2016,Otáez,10019,Hombres,2989
2017,Otáez,10019,Hombres,3022
2018,Otáez,10019,Hombres,3054
2016,Pánuco de Coronado,10020,Hombres,6195
2017,Pánuco de Coronado,10020,Hombres,6227
2018,Pánuco de Coronado,10020,Hombres,6259
2016,Peñón Blanco,10021,Hombres,5674
2017,Peñón Blanco,10021,Hombres,5707
2018,Peñón Blanco,10021,Hombres,5739
2016,Poanas,10022,Hombres,13195
2017,Poanas,10022,Hombres,13290
2018,Poanas,10022,Hombres,13381
2016,Pueblo Nuevo,10023,Hombres,26015
2017,Pueblo Nuevo,10023,Hombres,26269
2018,Pueblo Nuevo,10023,Hombres,26532
2016,Rodeo,10024,Hombres,7126
2017,Rodeo,10024,Hombres,7186
2018,Rodeo,10024,Hombres,7240
2016,San Bernardo,10025,Hombres,1733
2017,San Bernardo,10025,Hombres,1725
2018,San Bernardo,10025,Hombres,1717
2016,San Dimas,10026,Hombres,10509
2017,San Dimas,10026,Hombres,10594
2018,San Dimas,10026,Hombres,10683
2016,San Juan de Guadalupe,10027,Hombres,3059
2017,San Juan de Guadalupe,10027,Hombres,3077
2018,San Juan de Guadalupe,10027,Hombres,3096
2016,San Juan del Río,10028,Hombres,6465
2017,San Juan del Río,10028,Hombres,6518
2018,San Juan del Río,10028,Hombres,6567
2016,San Luis del Cordero,10029,Hombres,1204
2017,San Luis del Cordero,10029,Hombres,1211
2018,San Luis del Cordero,10029,Hombres,1218
2016,San Pedro del Gallo,10030,Hombres,978
2017,San Pedro del Gallo,10030,Hombres,985
2018,San Pedro del Gallo,10030,Hombres,991
2016,Santa Clara,10031,Hombres,3809
2017,Santa Clara,10031,Hombres,3836
2018,Santa Clara,10031,Hombres,3860
2016,Santiago Papasquiaro,10032,Hombres,24390
2017,Santiago Papasquiaro,10032,Hombres,24616
2018,Santiago Papasquiaro,10032,Hombres,24836
2016,Súchil,10033,Hombres,3326
2017,Súchil,10033,Hombres,3342
2018,Súchil,10033,Hombres,3360
2016,Tamazula,10034,Hombres,14324
2017,Tamazula,10034,Hombres,14433
2018,Tamazula,10034,Hombres,14548
2016,Tepehuanes,10035,Hombres,5261
2017,Tepehuanes,10035,Hombres,5272
2018,Tepehuanes,10035,Hombres,5286
2016,Tlahualilo,10036,Hombres,12195
2017,Tlahualilo,10036,Hombres,12295
2018,Tlahualilo,10036,Hombres,12388
2016,Topia,10037,Hombres,4786
2017,Topia,10037,Hombres,4831
2018,Topia,10037,Hombres,4874
2016,Vicente Guerrero,10038,Hombres,10810
2017,Vicente Guerrero,10038,Hombres,10890
2018,Vicente Guerrero,10038,Hombres,10970
2016,Nuevo Ideal,10039,Hombres,13946
2017,Nuevo Ideal,10039,Hombres,14060
2018,Nuevo Ideal,10039,Hombres,14172
2016,Abasolo,11001,Hombres,42629
2017,Abasolo,11001,Hombres,42865
2018,Abasolo,11001,Hombres,43089
2016,Acámbaro,11002,Hombres,53876
2017,Acámbaro,11002,Hombres,54049
2018,Acámbaro,11002,Hombres,54210
2016,San Miguel de Allende,11003,Hombres,81959
2017,San Miguel de Allende,11003,Hombres,82647
2018,San Miguel de Allende,11003,Hombres,83308
2016,Apaseo el Alto,11004,Hombres,33152
2017,Apaseo el Alto,11004,Hombres,33374
2018,Apaseo el Alto,11004,Hombres,33587
2016,Apaseo el Grande,11005,Hombres,44549
2017,Apaseo el Grande,11005,Hombres,44908
2018,Apaseo el Grande,11005,Hombres,45243
2016,Atarjea,11006,Hombres,2871
2017,Atarjea,11006,Hombres,2879
2018,Atarjea,11006,Hombres,2887
2016,Celaya,11007,Hombres,241147
2017,Celaya,11007,Hombres,242808
2018,Celaya,11007,Hombres,244360
2016,Manuel Doblado,11008,Hombres,18691
2017,Manuel Doblado,11008,Hombres,18799
2018,Manuel Doblado,11008,Hombres,18900
2016,Comonfort,11009,Hombres,38887
2017,Comonfort,11009,Hombres,39209
2018,Comonfort,11009,Hombres,39528
2016,Coroneo,11010,Hombres,5575
2017,Coroneo,11010,Hombres,5598
2018,Coroneo,11010,Hombres,5622
2016,Cortazar,11011,Hombres,44350
2017,Cortazar,11011,Hombres,44564
2018,Cortazar,11011,Hombres,44775
2016,Cuerámaro,11012,Hombres,14109
2017,Cuerámaro,11012,Hombres,14203
2018,Cuerámaro,11012,Hombres,14288
2016,Doctor Mora,11013,Hombres,11656
2017,Doctor Mora,11013,Hombres,11738
2018,Doctor Mora,11013,Hombres,11822
2016,Dolores Hidalgo Cuna de la Independencia Nacional,11014,Hombres,73790
2017,Dolores Hidalgo Cuna de la Independencia Nacional,11014,Hombres,74352
2018,Dolores Hidalgo Cuna de la Independencia Nacional,11014,Hombres,74920
2016,Guanajuato,11015,Hombres,88558
2017,Guanajuato,11015,Hombres,89190
2018,Guanajuato,11015,Hombres,89790
2016,Huanímaro,11016,Hombres,9934
2017,Huanímaro,11016,Hombres,9985
2018,Huanímaro,11016,Hombres,10033
2016,Irapuato,11017,Hombres,274649
2017,Irapuato,11017,Hombres,276641
2018,Irapuato,11017,Hombres,278503
2016,Jaral del Progreso,11018,Hombres,19132
2017,Jaral del Progreso,11018,Hombres,19247
2018,Jaral del Progreso,11018,Hombres,19348
2016,Jerécuaro,11019,Hombres,24921
2017,Jerécuaro,11019,Hombres,25082
2018,Jerécuaro,11019,Hombres,25241
2016,León,11020,Hombres,748513
2017,León,11020,Hombres,753783
2018,León,11020,Hombres,758822
2016,Moroleón,11021,Hombres,24115
2017,Moroleón,11021,Hombres,24197
2018,Moroleón,11021,Hombres,24273
2016,Ocampo,11022,Hombres,11465
2017,Ocampo,11022,Hombres,11542
2018,Ocampo,11022,Hombres,11620
2016,Pénjamo,11023,Hombres,74315
2017,Pénjamo,11023,Hombres,74731
2018,Pénjamo,11023,Hombres,75136
2016,Pueblo Nuevo,11024,Hombres,5680
2017,Pueblo Nuevo,11024,Hombres,5717
2018,Pueblo Nuevo,11024,Hombres,5751
2016,Purísima del Rincón,11025,Hombres,37809
2017,Purísima del Rincón,11025,Hombres,38191
2018,Purísima del Rincón,11025,Hombres,38541
2016,Romita,11026,Hombres,29474
2017,Romita,11026,Hombres,29688
2018,Romita,11026,Hombres,29890
2016,Salamanca,11027,Hombres,134876
2017,Salamanca,11027,Hombres,135629
2018,Salamanca,11027,Hombres,136313
2016,Salvatierra,11028,Hombres,47280
2017,Salvatierra,11028,Hombres,47413
2018,Salvatierra,11028,Hombres,47542
2016,San Diego de la Unión,11029,Hombres,18072
2017,San Diego de la Unión,11029,Hombres,18202
2018,San Diego de la Unión,11029,Hombres,18335
2016,San Felipe,11030,Hombres,54294
2017,San Felipe,11030,Hombres,54676
2018,San Felipe,11030,Hombres,55059
2016,San Francisco del Rincón,11031,Hombres,58218
2017,San Francisco del Rincón,11031,Hombres,58593
2018,San Francisco del Rincón,11031,Hombres,58960
2016,San José Iturbide,11032,Hombres,38568
2017,San José Iturbide,11032,Hombres,38960
2018,San José Iturbide,11032,Hombres,39325
2016,San Luis de la Paz,11033,Hombres,58921
2017,San Luis de la Paz,11033,Hombres,59453
2018,San Luis de la Paz,11033,Hombres,59977
2016,Santa Catarina,11034,Hombres,2506
2017,Santa Catarina,11034,Hombres,2521
2018,Santa Catarina,11034,Hombres,2536
2016,Santa Cruz de Juventino Rosas,11035,Hombres,40719
2017,Santa Cruz de Juventino Rosas,11035,Hombres,41021
2018,Santa Cruz de Juventino Rosas,11035,Hombres,41310
2016,Santiago Maravatío,11036,Hombres,3236
2017,Santiago Maravatío,11036,Hombres,3244
2018,Santiago Maravatío,11036,Hombres,3252
2016,Silao,11037,Hombres,91197
2017,Silao,11037,Hombres,91967
2018,Silao,11037,Hombres,92698
2016,Tarandacuao,11038,Hombres,5873
2017,Tarandacuao,11038,Hombres,5901
2018,Tarandacuao,11038,Hombres,5927
2016,Tarimoro,11039,Hombres,17994
2017,Tarimoro,11039,Hombres,18072
2018,Tarimoro,11039,Hombres,18142
2016,Tierra Blanca,11040,Hombres,9308
2017,Tierra Blanca,11040,Hombres,9381
2018,Tierra Blanca,11040,Hombres,9454
2016,Uriangato,11041,Hombres,30230
2017,Uriangato,11041,Hombres,30418
2018,Uriangato,11041,Hombres,30593
2016,Valle de Santiago,11042,Hombres,70898
2017,Valle de Santiago,11042,Hombres,71291
2018,Valle de Santiago,11042,Hombres,71659
2016,Victoria,11043,Hombres,9388
2017,Victoria,11043,Hombres,9421
2018,Victoria,11043,Hombres,9461
2016,Villagrán,11044,Hombres,28735
2017,Villagrán,11044,Hombres,28936
2018,Villagrán,11044,Hombres,29128
2016,Xichú,11045,Hombres,5672
2017,Xichú,11045,Hombres,5694
2018,Xichú,11045,Hombres,5718
2016,Yuriria,11046,Hombres,35877
2017,Yuriria,11046,Hombres,36080
2018,Yuriria,11046,Hombres,36263
2016,Acapulco de Juárez,12001,Hombres,409399
2017,Acapulco de Juárez,12001,Hombres,411364
2018,Acapulco de Juárez,12001,Hombres,413045
2016,Ahuacuotzingo,12002,Hombres,12272
2017,Ahuacuotzingo,12002,Hombres,12340
2018,Ahuacuotzingo,12002,Hombres,12411
2016,Ajuchitlán del Progreso,12003,Hombres,18811
2017,Ajuchitlán del Progreso,12003,Hombres,18862
2018,Ajuchitlán del Progreso,12003,Hombres,18916
2016,Alcozauca de Guerrero,12004,Hombres,9415
2017,Alcozauca de Guerrero,12004,Hombres,9466
2018,Alcozauca de Guerrero,12004,Hombres,9518
2016,Alpoyeca,12005,Hombres,3405
2017,Alpoyeca,12005,Hombres,3427
2018,Alpoyeca,12005,Hombres,3448
2016,Apaxtla,12006,Hombres,5952
2017,Apaxtla,12006,Hombres,5957
2018,Apaxtla,12006,Hombres,5965
2016,Arcelia,12007,Hombres,16051
2017,Arcelia,12007,Hombres,16080
2018,Arcelia,12007,Hombres,16108
2016,Atenango del Río,12008,Hombres,4289
2017,Atenango del Río,12008,Hombres,4303
2018,Atenango del Río,12008,Hombres,4314
2016,Atlamajalcingo del Monte,12009,Hombres,2871
2017,Atlamajalcingo del Monte,12009,Hombres,2888
2018,Atlamajalcingo del Monte,12009,Hombres,2906
2016,Atlixtac,12010,Hombres,13335
2017,Atlixtac,12010,Hombres,13407
2018,Atlixtac,12010,Hombres,13480
2016,Atoyac de Álvarez,12011,Hombres,30985
2017,Atoyac de Álvarez,12011,Hombres,31033
2018,Atoyac de Álvarez,12011,Hombres,31075
2016,Ayutla de los Libres,12012,Hombres,32531
2017,Ayutla de los Libres,12012,Hombres,32721
2018,Ayutla de los Libres,12012,Hombres,32909
2016,Azoyú,12013,Hombres,7368
2017,Azoyú,12013,Hombres,7380
2018,Azoyú,12013,Hombres,7391
2016,Benito Juárez,12014,Hombres,7445
2017,Benito Juárez,12014,Hombres,7431
2018,Benito Juárez,12014,Hombres,7414
2016,Buenavista de Cuéllar,12015,Hombres,6347
2017,Buenavista de Cuéllar,12015,Hombres,6349
2018,Buenavista de Cuéllar,12015,Hombres,6350
2016,Coahuayutla de José María Izazaga,12016,Hombres,6581
2017,Coahuayutla de José María Izazaga,12016,Hombres,6574
2018,Coahuayutla de José María Izazaga,12016,Hombres,6570
2016,Cocula,12017,Hombres,7334
2017,Cocula,12017,Hombres,7347
2018,Cocula,12017,Hombres,7358
2016,Copala,12018,Hombres,7246
2017,Copala,12018,Hombres,7274
2018,Copala,12018,Hombres,7298
2016,Copalillo,12019,Hombres,7104
2017,Copalillo,12019,Hombres,7136
2018,Copalillo,12019,Hombres,7170
2016,Copanatoyac,12020,Hombres,9336
2017,Copanatoyac,12020,Hombres,9381
2018,Copanatoyac,12020,Hombres,9431
2016,Coyuca de Benítez,12021,Hombres,37424
2017,Coyuca de Benítez,12021,Hombres,37531
2018,Coyuca de Benítez,12021,Hombres,37630
2016,Coyuca de Catalán,12022,Hombres,22195
2017,Coyuca de Catalán,12022,Hombres,22167
2018,Coyuca de Catalán,12022,Hombres,22135
2016,Cuajinicuilapa,12023,Hombres,13595
2017,Cuajinicuilapa,12023,Hombres,13632
2018,Cuajinicuilapa,12023,Hombres,13664
2016,Cualác,12024,Hombres,3442
2017,Cualác,12024,Hombres,3454
2018,Cualác,12024,Hombres,3467
2016,Cuautepec,12025,Hombres,7636
2017,Cuautepec,12025,Hombres,7638
2018,Cuautepec,12025,Hombres,7642
2016,Cuetzala del Progreso,12026,Hombres,4491
2017,Cuetzala del Progreso,12026,Hombres,4489
2018,Cuetzala del Progreso,12026,Hombres,4486
2016,Cutzamala de Pinzón,12027,Hombres,10788
2017,Cutzamala de Pinzón,12027,Hombres,10784
2018,Cutzamala de Pinzón,12027,Hombres,10776
2016,Chilapa de Álvarez,12028,Hombres,62389
2017,Chilapa de Álvarez,12028,Hombres,62806
2018,Chilapa de Álvarez,12028,Hombres,63202
2016,Chilpancingo de los Bravo,12029,Hombres,126355
2017,Chilpancingo de los Bravo,12029,Hombres,127357
2018,Chilpancingo de los Bravo,12029,Hombres,128266
2016,Florencio Villarreal,12030,Hombres,10432
2017,Florencio Villarreal,12030,Hombres,10467
2018,Florencio Villarreal,12030,Hombres,10499
2016,General Canuto A. Neri,12031,Hombres,3036
2017,General Canuto A. Neri,12031,Hombres,3033
2018,General Canuto A. Neri,12031,Hombres,3032
2016,General Heliodoro Castillo,12032,Hombres,18695
2017,General Heliodoro Castillo,12032,Hombres,18756
2018,General Heliodoro Castillo,12032,Hombres,18826
2016,Huamuxtitlán,12033,Hombres,7147
2017,Huamuxtitlán,12033,Hombres,7173
2018,Huamuxtitlán,12033,Hombres,7197
2016,Huitzuco de los Figueroa,12034,Hombres,18786
2017,Huitzuco de los Figueroa,12034,Hombres,18823
2018,Huitzuco de los Figueroa,12034,Hombres,18852
2016,Iguala de la Independencia,12035,Hombres,72230
2017,Iguala de la Independencia,12035,Hombres,72595
2018,Iguala de la Independencia,12035,Hombres,72916
2016,Igualapa,12036,Hombres,5453
2017,Igualapa,12036,Hombres,5478
2018,Igualapa,12036,Hombres,5504
2016,Ixcateopan de Cuauhtémoc,12037,Hombres,3326
2017,Ixcateopan de Cuauhtémoc,12037,Hombres,3336
2018,Ixcateopan de Cuauhtémoc,12037,Hombres,3345
